company_A,company_B,score,Adresse_A,Zip_A,City_A,Country_A,Adresse_B,Zip_B,City_B,Country_B
King Jouet,King Jouet,1.0,{'King Jouet': ''},{'King Jouet': ''},{'King Jouet': ''},{'King Jouet': 'France'},,38500,Voiron (38),France
Adecco (de),Adecco (de),1.0000000000000004,18 Niederkasseler Lohweg,40547,Düsseldorf,Germany,18 Niederkasseler Lohweg,40547,Düsseldorf,Germany
GALIAN,GALIAN,1.0,{'GALIAN': '89 Rue la Boétie'},{'GALIAN': '75008'},{'GALIAN': 'Paris'},{'GALIAN': 'France'},{'GALIAN': ''},{'GALIAN': ''},{'GALIAN': ''},{'GALIAN': ''}
Groupe V33,Groupe V33,1.0000000000000002,,39210,Domblans,France,,39210,Domblans,France
BMW France,BMW France,1.0000000000000002,3 Avenue Ampère,80807,Montigny-le-Bretonneux,FRANCE,3 Avenue Ampère,80807,Montigny-le-Bretonneux,FRANCE
Europcar International,Europcar International,1.0,"3 AVENUE DU CENTRE, LES QUADRANTS",75017,Voisins-le-Bretonneux,FRANCE,"3 AVENUE DU CENTRE, LES QUADRANTS",75017,Voisins-le-Bretonneux,FRANCE
France Diplomacy,France Diplomacy,1.0000000000000004,"{'France Diplomacy': ""37 Quai d'Orsay""}",{'France Diplomacy': '75700'},{'France Diplomacy': 'Paris'},{'France Diplomacy': 'France'},"{'France Diplomacy': ""37 Quai d'Orsay""}",{'France Diplomacy': '75700'},{'France Diplomacy': 'Paris'},{'France Diplomacy': 'France'}
France Diplomacy,France Diplomacy,1.0000000000000004,"{'France Diplomacy': ""37 Quai d'Orsay""}",{'France Diplomacy': '75700'},{'France Diplomacy': 'Paris'},{'France Diplomacy': 'France'},"{'France Diplomacy': ""37 Quai d'Orsay""}",{'France Diplomacy': '75700'},{'France Diplomacy': 'Paris'},{'France Diplomacy': 'France'}
Gras Savoye Berger Simon SAS,Gras Savoye Berger Simon SAS,1.0,33 Quai de Dion Bouton,92800,Puteaux,FRANCE,{'Gras Savoye Berger Simon SAS': '33 Quai de Dion Bouton'},{'Gras Savoye Berger Simon SAS': '92800'},{'Gras Savoye Berger Simon SAS': 'Puteaux'},{'Gras Savoye Berger Simon SAS': 'FRANCE'}
Gras Savoye Berger Simon SAS,Gras Savoye Berger Simon SAS,1.0,33 Quai de Dion Bouton,92800,Puteaux,FRANCE,{'Gras Savoye Berger Simon SAS': '33 Quai de Dion Bouton'},{'Gras Savoye Berger Simon SAS': '92800'},{'Gras Savoye Berger Simon SAS': 'Puteaux'},{'Gras Savoye Berger Simon SAS': 'FRANCE'}
DOCAPOSTE,DOCAPOSTE,1.0,{'DOCAPOSTE': '10-12 AVENUE CHARLES DE GAULLE'},{'DOCAPOSTE': '94220'},{'DOCAPOSTE': 'Charenton Le Pont'},{'DOCAPOSTE': 'France'},{'DOCAPOSTE': '10-12 AVENUE CHARLES DE GAULLE'},{'DOCAPOSTE': '94220'},{'DOCAPOSTE': 'Charenton Le Pont'},{'DOCAPOSTE': 'France'}
actionoptical.org,actionoptical.org,1.0,,,,,,,,
Hanesbrands Inc,Hanesbrands Inc,1.0000000000000002,1000 E Hanes Mill Rd,27105,Winston Salem,United States,{'Hanesbrands Inc': '1000 E Hanes Mill Rd'},{'Hanesbrands Inc': '27105'},{'Hanesbrands Inc': 'Winston Salem'},{'Hanesbrands Inc': 'United States'}
Hanesbrands Inc,Hanesbrands Inc,1.0000000000000002,1000 E Hanes Mill Rd,27105,Winston Salem,United States,{'Hanesbrands Inc': '1000 E Hanes Mill Rd'},{'Hanesbrands Inc': '27105'},{'Hanesbrands Inc': 'Winston Salem'},{'Hanesbrands Inc': 'United States'}
Groupe IGS,Groupe IGS,1.0,{'Groupe IGS': '3 Rue Pierre Dupont'},{'Groupe IGS': '75010'},{'Groupe IGS': 'Paris'},{'Groupe IGS': 'France'},{'Groupe IGS': ''},{'Groupe IGS': ''},{'Groupe IGS': 'Paris'},{'Groupe IGS': 'France'}
HelloAsso,HelloAsso,1.0000000000000002,{'HelloAsso': '6 Rue Jean Bedouret'},{'HelloAsso': '33100'},{'HelloAsso': 'Bordeaux'},{'HelloAsso': 'France'},6 Rue Jean Bedouret,33100,Bordeaux,France
Europ Assistance France,Europ Assistance France,1.0000000000000004,{'Europ Assistance France': '9 Boulevard Haussmann'},{'Europ Assistance France': '92230'},{'Europ Assistance France': 'Paris'},{'Europ Assistance France': 'France'},{'Europ Assistance France': '9 Boulevard Haussmann'},{'Europ Assistance France': '92230'},{'Europ Assistance France': 'Paris'},{'Europ Assistance France': 'France'}
Europ Assistance France,Europ Assistance France,1.0000000000000004,{'Europ Assistance France': '9 Boulevard Haussmann'},{'Europ Assistance France': '92230'},{'Europ Assistance France': 'Paris'},{'Europ Assistance France': 'France'},{'Europ Assistance France': '9 Boulevard Haussmann'},{'Europ Assistance France': '92230'},{'Europ Assistance France': 'Paris'},{'Europ Assistance France': 'France'}
Digimind,Digimind,1.0000000000000002,{'Digimind': '79 Madison Avenue'},{'Digimind': '10016'},{'Digimind': 'New York'},{'Digimind': 'United States'},{'Digimind': '79 Madison Avenue'},{'Digimind': '10016'},{'Digimind': 'New York'},{'Digimind': 'United States'}
Schibsted Media Group,Schibsted Media Group,1.0000000000000002,{'Schibsted Media Group': '10 Apotekergata'},{'Schibsted Media Group': '0180'},{'Schibsted Media Group': 'Oslo'},{'Schibsted Media Group': 'Norway'},10 Apotekergata,0180,Oslo,Norway
SCOR SE,SCOR SE,1.0,{'SCOR SE': ''},{'SCOR SE': ''},{'SCOR SE': ''},{'SCOR SE': ''},5 Avenue Kléber,10038,Paris,
Balinea,BALINEA,1.0000000000000002,23 Rue des Jeuneurs,75002,Paris,France,{'BALINEA': ''},{'BALINEA': ''},{'BALINEA': ''},{'BALINEA': ''}
Philips,Philips,1.0000000000000002,{'Philips': 'Philips Center. P.O. Box 77900. 1070 MX Amsterdam.'},{'Philips': '1096 BC'},{'Philips': 'Amsterdam'},{'Philips': 'Netherlands'},2 Amstelplein,1096BC,Amsterdam,Netherlands
CADIF Crédit Agricole Paris et Ile-de-France,CADIF Crédit Agricole Paris et Ile-de-France,1.0,12 Place des États Unis,75015,Montrouge,FRANCE,12 Place des États Unis,75015,Montrouge,FRANCE
AXA Banque,AXA Banque,1.0,{'AXA Banque': '25 Avenue Matignon'},{'AXA Banque': '75008'},{'AXA Banque': 'Paris'},{'AXA Banque': 'France'},{'AXA Banque': '25 Avenue Matignon'},{'AXA Banque': '75008'},{'AXA Banque': 'Paris'},{'AXA Banque': 'FRANCE'}
AXA Banque,AXA Banque,1.0,{'AXA Banque': '25 Avenue Matignon'},{'AXA Banque': '75008'},{'AXA Banque': 'Paris'},{'AXA Banque': 'France'},{'AXA Banque': '25 Avenue Matignon'},{'AXA Banque': '75008'},{'AXA Banque': 'Paris'},{'AXA Banque': 'FRANCE'}
Société Générale,Société Générale,1.0,{'Société Générale': '29 Boulevard Haussmann'},{'Société Générale': '44312'},{'Société Générale': 'Paris'},{'Société Générale': 'France'},{'Société Générale': '29 Boulevard Haussmann'},{'Société Générale': '44312'},{'Société Générale': 'Paris'},{'Société Générale': 'France'}
Crédit Agricole Nord de France,Crédit Agricole Nord de France,1.0000000000000002,10 Avenue Foch,59020,Lille,FRANCE,10 Avenue Foch,59020,Lille,FRANCE
Crédit Agricole Nord de France,Crédit Agricole | Nord de France,1.0000000000000002,10 Avenue Foch,59020,Lille,FRANCE,10 Avenue Foch,59020,Lille,France
Montblanc,Montblanc,1.0000000000000002,{'Montblanc': '100 Hellgrundweg'},{'Montblanc': '10022'},{'Montblanc': 'Hamburg'},{'Montblanc': ''},100 Hellgrundweg,10022,Hamburg,
Carrefour Groupe,Carrefour Groupe,1.0000000000000002,33 avenue Emile Zola,92100,Massy,France,33 avenue Emile Zola,92100,Massy,France
Hertz France,Hertz France,1.0,8501 Williams Road,33928,Estero,FRANCE,8501 Williams Road,33928,Estero,FRANCE
Supermarché Match,Supermarché Match,1.0,250 RUE DU GENERAL DE GAULLE,59110,LA MADELEINE,France,250 RUE DU GENERAL DE GAULLE,59110,LA MADELEINE,France
France Télévisions,France Télévisions,1.0,{'France Télévisions': '7 Esplanade Henri France'},{'France Télévisions': '75015'},{'France Télévisions': 'Paris'},{'France Télévisions': 'France'},{'France Télévisions': '7 Esplanade Henri France'},{'France Télévisions': '75015'},{'France Télévisions': 'Paris'},{'France Télévisions': 'France'}
France Télévisions,FRANCE TÉLÉVISIONS,1.0,{'France Télévisions': '7 Esplanade Henri France'},{'France Télévisions': '75015'},{'France Télévisions': 'Paris'},{'France Télévisions': 'France'},7 Esplanade Henri France,75015,Paris,France
Amundi,Amundi,1.0,{'Amundi': ''},{'Amundi': ''},{'Amundi': ''},{'Amundi': ''},{'Amundi': ''},{'Amundi': ''},{'Amundi': ''},{'Amundi': ''}
Capgemini,Capgemini,1.0000000000000002,"{'Capgemini': 'Tour Europlaza, 20, Avenue André Prothin 92927 Courbevoie cedex'}",{'Capgemini': '75017'},{'Capgemini': 'Paris'},{'Capgemini': 'France'},"{'Capgemini': 'Tour Europlaza, 20, Avenue André Prothin 92927 Courbevoie cedex'}",{'Capgemini': '75017'},{'Capgemini': 'Paris'},{'Capgemini': 'France'}
Capgemini,Capgemini,1.0000000000000002,"{'Capgemini': 'Tour Europlaza, 20, Avenue André Prothin 92927 Courbevoie cedex'}",{'Capgemini': '75017'},{'Capgemini': 'Paris'},{'Capgemini': 'France'},"{'Capgemini': 'Tour Europlaza, 20, Avenue André Prothin 92927 Courbevoie cedex'}",{'Capgemini': '75017'},{'Capgemini': 'Paris'},{'Capgemini': 'France'}
Capgemini,CAPGEMINI,1.0000000000000002,"{'Capgemini': 'Tour Europlaza, 20, Avenue André Prothin 92927 Courbevoie cedex'}",{'Capgemini': '75017'},{'Capgemini': 'Paris'},{'Capgemini': 'France'},23 Rue Brey,75017,Paris,France
Capgemini,Capgemini,1.0000000000000002,"{'Capgemini': 'Tour Europlaza, 20, Avenue André Prothin 92927 Courbevoie cedex'}",{'Capgemini': '75017'},{'Capgemini': 'Paris'},{'Capgemini': 'France'},"{'Capgemini': 'Tour Europlaza, 20, Avenue André Prothin 92927 Courbevoie cedex'}",{'Capgemini': '75017'},{'Capgemini': 'Paris'},{'Capgemini': 'France'}
Capgemini,Capgemini,1.0000000000000002,"{'Capgemini': 'Tour Europlaza, 20, Avenue André Prothin 92927 Courbevoie cedex'}",{'Capgemini': '75017'},{'Capgemini': 'Paris'},{'Capgemini': 'France'},"{'Capgemini': 'Tour Europlaza, 20, Avenue André Prothin 92927 Courbevoie cedex'}",{'Capgemini': '75017'},{'Capgemini': 'Paris'},{'Capgemini': 'France'}
DEVERNOIS,DEVERNOIS,1.0,{'DEVERNOIS': '13 Boulevard des Etines'},{'DEVERNOIS': '42120'},{'DEVERNOIS': 'Le Coteau'},{'DEVERNOIS': 'France'},{'DEVERNOIS': '13 Boulevard des Etines'},{'DEVERNOIS': '42120'},{'DEVERNOIS': 'Le Coteau'},{'DEVERNOIS': 'France'}
DEVERNOIS,DEVERNOIS,1.0,{'DEVERNOIS': '13 Boulevard des Etines'},{'DEVERNOIS': '42120'},{'DEVERNOIS': 'Le Coteau'},{'DEVERNOIS': 'France'},{'DEVERNOIS': '13 Boulevard des Etines'},{'DEVERNOIS': '42120'},{'DEVERNOIS': 'Le Coteau'},{'DEVERNOIS': 'France'}
BAZARCHIC,BAZARCHIC,1.0,{'BAZARCHIC': ''},{'BAZARCHIC': ''},{'BAZARCHIC': ''},{'BAZARCHIC': ''},171 avenue des Grésillons,92230,Gennevilliers,France
Vinci Construction,Vinci Construction,1.0,{'Vinci Construction': '5 Cours Ferdinand de Lesseps'},{'Vinci Construction': '92500'},{'Vinci Construction': 'Rueil-Malmaison'},{'Vinci Construction': 'FRANCE'},{'Vinci Construction': ''},{'Vinci Construction': ''},{'Vinci Construction': ''},{'Vinci Construction': ''}
Morgan Philips SA,Morgan Philips SA,1.0,34a Rue Philippe II,2340,Luxembourg,Luxembourg,34a Rue Philippe II,2340,Luxembourg,Luxembourg
Ludendo,Ludendo,1.0,{'Ludendo': ''},{'Ludendo': ''},{'Ludendo': ''},{'Ludendo': ''},{'Ludendo': ''},{'Ludendo': ''},{'Ludendo': ''},{'Ludendo': 'France'}
Ludendo,Ludendo,1.0,{'Ludendo': ''},{'Ludendo': ''},{'Ludendo': ''},{'Ludendo': ''},{'Ludendo': ''},{'Ludendo': ''},{'Ludendo': ''},{'Ludendo': 'France'}
Google Inc,Google Inc,1.0,{'Google Inc': '1600 Amphitheatre Parkway'},{'Google Inc': '94043'},{'Google Inc': 'Mountain View'},{'Google Inc': 'United States'},1600 Amphitheatre Parkway,94043,Mountain View,United States
Babilou,Babilou,1.0,{'Babilou': ''},{'Babilou': ''},{'Babilou': ''},{'Babilou': ''},"{'Babilou': ""60 Avenue de l'Europe, 92270 Bois-Colombes, France""}",{'Babilou': '92270'},{'Babilou': 'Bois-Colombes'},{'Babilou': 'France'}
Babilou,Babilou,1.0,{'Babilou': ''},{'Babilou': ''},{'Babilou': ''},{'Babilou': ''},"{'Babilou': ""60 Avenue de l'Europe, 92270 Bois-Colombes, France""}",{'Babilou': '92270'},{'Babilou': 'Bois-Colombes'},{'Babilou': 'France'}
BIZZBEE,BIZZBEE,1.0000000000000002,152 Avenue Alfred Motte,59100,Roubaix,France,{'BIZZBEE': '152 AVENUE ALFRED MOTTE'},{'BIZZBEE': '59100'},{'BIZZBEE': 'ROUBAIX'},{'BIZZBEE': 'FRANCE'}
BIZZBEE,BIZZBEE,1.0000000000000002,152 Avenue Alfred Motte,59100,Roubaix,France,{'BIZZBEE': '152 AVENUE ALFRED MOTTE'},{'BIZZBEE': '59100'},{'BIZZBEE': 'ROUBAIX'},{'BIZZBEE': 'FRANCE'}
MGEN,MGEN,1.0,{'MGEN': '3 Square Max Hymans'},{'MGEN': '75748'},{'MGEN': 'Paris'},{'MGEN': 'FRANCE'},3 Square Max Hymans,75748,Paris,France
Comtesse du Barry,COMTESSE DU BARRY,1.0,{'Comtesse du Barry': 'ROUTE DE TOUGET'},{'Comtesse du Barry': '32200'},{'Comtesse du Barry': 'Gimont'},{'Comtesse du Barry': 'France'},Route de Touget,32200,Gimont,France
Comtesse du Barry,Comtesse du Barry,1.0,{'Comtesse du Barry': 'ROUTE DE TOUGET'},{'Comtesse du Barry': '32200'},{'Comtesse du Barry': 'Gimont'},{'Comtesse du Barry': 'France'},ROUTE DE TOUGET,32200,Gimont,France
Crédit Agricole Alpes Provence,Crédit Agricole Alpes Provence,1.0,"{'Crédit Agricole Alpes Provence': '25, chemin des Trois Cyprès 13097 Aix en Provence'}",{'Crédit Agricole Alpes Provence': '13100'},{'Crédit Agricole Alpes Provence': 'Aix-en-Provence'},{'Crédit Agricole Alpes Provence': 'France'},"{'Crédit Agricole Alpes Provence': '25, chemin des Trois Cyprès 13097 Aix en Provence'}",{'Crédit Agricole Alpes Provence': '13100'},{'Crédit Agricole Alpes Provence': 'Aix-en-Provence'},{'Crédit Agricole Alpes Provence': 'France'}
BNP Paribas,BNP Paribas,1.0000000000000002,{'BNP Paribas': '16 Boulevard des Italiens'},{'BNP Paribas': '75009'},{'BNP Paribas': 'Paris'},{'BNP Paribas': 'France'},{'BNP Paribas': ''},{'BNP Paribas': ''},{'BNP Paribas': ''},{'BNP Paribas': ''}
BNP Paribas,BNP Paribas,1.0000000000000002,{'BNP Paribas': '16 Boulevard des Italiens'},{'BNP Paribas': '75009'},{'BNP Paribas': 'Paris'},{'BNP Paribas': 'France'},{'BNP Paribas': ''},{'BNP Paribas': ''},{'BNP Paribas': ''},{'BNP Paribas': ''}
Homair Vacances,Homair Vacances,1.0000000000000002,{'Homair Vacances': '570 Avenue du Club Hippique'},{'Homair Vacances': '13090'},{'Homair Vacances': 'Aix-en-Provence'},{'Homair Vacances': 'France'},570 Avenue du Club Hippique,13090,Aix-en-Provence,France
SUNTORY HOLDINGS LIMITED,SUNTORY HOLDINGS LIMITED,1.0,2-1-40 Dojimahama Kita-ku,135-8625,Osaka,Japan,2-1-40 Dojimahama Kita-ku,135-8625,Osaka,Japan
LEGO Group,LEGO Group,1.0,1 Åstvej,06083,Billund,,1 Åstvej,06083,Billund,
Club Med,Club Med,1.0,{'Club Med': '75 Valencia Ave Fl 12'},{'Club Med': '97180'},{'Club Med': ''},{'Club Med': 'France'},"{'Club Med': 'Bâtiment 25, Le Parc Icade, 11 Rue de Cambrai, 75019 Paris'}",{'Club Med': '75019'},{'Club Med': 'Paris'},{'Club Med': 'France'}
WAISSO,WAISSO,1.0000000000000002,{'WAISSO': '6 Rue Galilée'},{'WAISSO': '75116'},{'WAISSO': 'Paris'},{'WAISSO': 'France'},{'WAISSO': '6 Rue Galilée'},{'WAISSO': '75116'},{'WAISSO': 'Paris'},{'WAISSO': 'France'}
WAISSO,WAISSO,1.0000000000000002,{'WAISSO': '6 Rue Galilée'},{'WAISSO': '75116'},{'WAISSO': 'Paris'},{'WAISSO': 'France'},{'WAISSO': '6 Rue Galilée'},{'WAISSO': '75116'},{'WAISSO': 'Paris'},{'WAISSO': 'France'}
Engie,Engie,1.0000000000000002,"{'Engie': '1 place Samuel de Champlain, Faubourg de l’Arche'}",{'Engie': '92930'},{'Engie': 'La Défense'},{'Engie': ''},"{'Engie': ""9 HaMiktso'a Street""}",{'Engie': '75010'},{'Engie': 'Tel Aviv-Yafo'},{'Engie': 'France'}
Engie,Engie,1.0000000000000002,"{'Engie': '1 place Samuel de Champlain, Faubourg de l’Arche'}",{'Engie': '92930'},{'Engie': 'La Défense'},{'Engie': ''},"{'Engie': ""9 HaMiktso'a Street""}",{'Engie': '75010'},{'Engie': 'Tel Aviv-Yafo'},{'Engie': 'France'}
Crédit Agricole Aquitaine,Crédit Agricole d'Aquitaine,1.0000000000000002,{'Crédit Agricole Aquitaine': '304 Boulevard du Président Wilson'},{'Crédit Agricole Aquitaine': '33063'},{'Crédit Agricole Aquitaine': 'Bordeaux'},{'Crédit Agricole Aquitaine': 'FRANCE'},"{""Crédit Agricole d'Aquitaine"": '304 Boulevard du Président Wilson'}","{""Crédit Agricole d'Aquitaine"": '33063'}","{""Crédit Agricole d'Aquitaine"": 'Bordeaux'}","{""Crédit Agricole d'Aquitaine"": 'France'}"
Crédit Agricole Aquitaine,Crédit Agricole Aquitaine,1.0000000000000002,{'Crédit Agricole Aquitaine': '304 Boulevard du Président Wilson'},{'Crédit Agricole Aquitaine': '33063'},{'Crédit Agricole Aquitaine': 'Bordeaux'},{'Crédit Agricole Aquitaine': 'FRANCE'},304 Boulevard du Président Wilson,33063,Bordeaux,FRANCE
APICIL,apicil,1.0,{'APICIL': ''},{'APICIL': ''},{'APICIL': ''},{'APICIL': ''},{'apicil': '38 Rue François Peissel'},{'apicil': '75436'},{'apicil': 'Caluire-et-Cuire'},{'apicil': 'France'}
APICIL,APICIL,1.0,{'APICIL': ''},{'APICIL': ''},{'APICIL': ''},{'APICIL': ''},{'APICIL': ''},{'APICIL': ''},{'APICIL': ''},{'APICIL': ''}
APICIL,apicil,1.0,{'APICIL': ''},{'APICIL': ''},{'APICIL': ''},{'APICIL': ''},{'apicil': '38 Rue François Peissel'},{'apicil': '75436'},{'apicil': 'Caluire-et-Cuire'},{'apicil': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
Mauboussin,Mauboussin,1.0,20 place Vendome,75001,Paris,France,{'Mauboussin': '20 place Vendome'},{'Mauboussin': '75001'},{'Mauboussin': 'Paris'},{'Mauboussin': 'France'}
Leroy Merlin Spain,Leroy Merlin Spain,1.0,AVDA. DE LA VEGA 2,28108,Alcobendas,Spain,AVDA. DE LA VEGA 2,28108,Alcobendas,Spain
GRAIN DE MALICE,Grain De Malice,1.0000000000000002,{'GRAIN DE MALICE': '15 Avenue André Diligent'},{'GRAIN DE MALICE': '59100'},{'GRAIN DE MALICE': 'Roubaix'},{'GRAIN DE MALICE': 'France'},15 Avenue André Diligent,59100,Roubaix,France
GRAIN DE MALICE,GRAIN DE MALICE,1.0000000000000002,{'GRAIN DE MALICE': '15 Avenue André Diligent'},{'GRAIN DE MALICE': '59100'},{'GRAIN DE MALICE': 'Roubaix'},{'GRAIN DE MALICE': 'France'},{'GRAIN DE MALICE': '15 Avenue André Diligent'},{'GRAIN DE MALICE': '59100'},{'GRAIN DE MALICE': 'Roubaix'},{'GRAIN DE MALICE': 'France'}
